order_date,order_id,product,product_id,category,purchase_address,quantity_ordered,price_each,cost_price,turnover,margin,time_of_day,purchase_state
2023-01-01T16:52:00.000,141265,apple airpods headphones,8195982149575,alimentation,"\"853 Ridge St, Boston, MA 02215\"",1,150,97.5,150,52.5,afternoon,MA
2023-01-02T22:21:00.000,141266,27in 4k gaming monitor,5423123907353,sports,"\"834 4th St, Dallas, TX 75001\"",1,389.99,128.6967,389.99,261.2933,evening,TX
2023-01-09T08:28:00.000,141267,apple airpods headphones,4263139574413,sports,"\"649 Sunset St, Los Angeles, CA 90001\"",1,150,97.5,150,52.5,morning,CA
2023-01-14T10:13:00.000,141268,aa batteries (4-pack),7300874677978,vêtements,"\"611 Elm St, New York City, NY 10001\"",1,3.84,1.92,3.84,1.92,morning,NY
2023-01-03T20:05:00.000,141269,27in 4k gaming monitor,9305101001075,sports,"\"812 Jefferson St, Los Angeles, CA 90001\"",1,389.99,128.6967,389.99,261.2933,evening,CA
2023-01-27T23:10:00.000,141270,wired headphones,2490250792761,vêtements,"\"469 Hill St, San Francisco, CA 94016\"",1,11.99,5.995,11.99,5.995,evening,CA
2023-01-30T10:51:00.000,141271,usb-c charging cable,9012688756596,électronique,"\"90 13th St, Boston, MA 02215\"",1,11.95,5.975,11.95,5.975,morning,MA
2023-01-12T13:09:00.000,141272,aaa batteries (4-pack),6609361466507,sports,"\"818 Lincoln St, New York City, NY 10001\"",1,2.99,1.495,2.99,1.495,afternoon,NY
2023-01-29T12:04:00.000,141273,wired headphones,2009029820937,sports,"\"994 13th St, Boston, MA 02215\"",2,11.99,5.995,23.98,11.99,afternoon,MA
2023-01-17T11:30:00.000,141274,usb-c charging cable,2458564127476,sports,"\"8 Jackson St, Los Angeles, CA 90001\"",1,11.95,5.975,11.95,5.975,morning,CA
2023-01-07T16:06:00.000,141275,usb-c charging cable,6813732433143,sports,"\"610 Walnut St, Austin, TX 73301\"",1,11.95,5.975,11.95,5.975,afternoon,TX
2023-01-07T16:06:00.000,141275,wired headphones,5762058821030,vêtements,"\"610 Walnut St, Austin, TX 73301\"",1,11.99,5.995,11.99,5.995,afternoon,TX
2023-01-21T22:23:00.000,141276,lightning charging cable,4437399640739,sports,"\"63 Cherry St, Los Angeles, CA 90001\"",1,14.95,7.475,14.95,7.475,evening,CA
2023-01-13T19:07:00.000,141277,bose soundsport headphones,7022455706599,électronique,"\"370 Lakeview St, Austin, TX 73301\"",1,99.99,49.995,99.99,49.995,evening,TX
2023-01-26T12:14:00.000,141278,lightning charging cable,3945577425210,alimentation,"\"100 Cherry St, New York City, NY 10001\"",1,14.95,7.475,14.95,7.475,afternoon,NY
2023-01-03T19:10:00.000,141279,lightning charging cable,2254370169596,sports,"\"938 14th St, Boston, MA 02215\"",1,14.95,7.475,14.95,7.475,evening,MA
2023-01-20T16:10:00.000,141280,aaa batteries (4-pack),6968732579290,électronique,"\"530 7th St, Los Angeles, CA 90001\"",1,2.99,1.495,2.99,1.495,afternoon,CA
2023-01-05T16:51:00.000,141281,lightning charging cable,8251683479623,alimentation,"\"274 2nd St, Atlanta, GA 30301\"",1,14.95,7.475,14.95,7.475,afternoon,GA
2023-01-11T18:10:00.000,141282,vareebadd phone,7519985342994,sports,"\"125 Center St, New York City, NY 10001\"",1,400,132,400,268,evening,NY
2023-01-29T18:30:00.000,141284,wired headphones,8507379009167,vêtements,"\"462 1st St, Los Angeles, CA 90001\"",1,11.99,5.995,11.99,5.995,evening,CA
2023-01-14T14:13:00.000,141285,aaa batteries (4-pack),2484326257641,alimentation,"\"447 Cedar St, Seattle, WA 98101\"",3,2.99,1.495,8.97,4.485,afternoon,WA
2023-01-02T20:33:00.000,141286,27in 4k gaming monitor,3429904483225,vêtements,"\"505 Hickory St, Dallas, TX 75001\"",1,389.99,128.6967,389.99,261.2933,evening,TX
2023-01-31T08:38:00.000,141287,bose soundsport headphones,8932499335234,alimentation,"\"386 Elm St, San Francisco, CA 94016\"",1,99.99,49.995,99.99,49.995,morning,CA
2023-01-19T08:17:00.000,141288,macbook pro laptop,3957658946411,sports,"\"789 Washington St, Los Angeles, CA 90001\"",1,1700,561,1700,1139,morning,CA
2023-01-28T11:17:00.000,141289,20in monitor,1334777256730,alimentation,"\"534 Elm St, Atlanta, GA 30301\"",1,109.99,71.4935,109.99,38.4965,morning,GA
2023-01-02T08:25:00.000,141290,apple airpods headphones,9390176017956,vêtements,"\"4 1st St, Los Angeles, CA 90001\"",1,150,97.5,150,52.5,morning,CA
2023-01-02T08:25:00.000,141290,aa batteries (4-pack),5538988214120,vêtements,"\"4 1st St, Los Angeles, CA 90001\"",3,3.84,1.92,11.52,5.76,morning,CA
2023-01-26T18:11:00.000,141291,aa batteries (4-pack),9989998049236,sports,"\"632 13th St, Los Angeles, CA 90001\"",1,3.84,1.92,3.84,1.92,evening,CA
2023-01-21T08:46:00.000,141292,aaa batteries (4-pack),4810474239131,vêtements,"\"847 Ridge St, Los Angeles, CA 90001\"",1,2.99,1.495,2.99,1.495,morning,CA
2023-01-18T12:21:00.000,141293,usb-c charging cable,3599006367992,sports,"\"880 Washington St, Boston, MA 02215\"",1,11.95,5.975,11.95,5.975,afternoon,MA
2023-01-25T08:12:00.000,141294,bose soundsport headphones,4880895321034,électronique,"\"907 Highland St, San Francisco, CA 94016\"",1,99.99,49.995,99.99,49.995,morning,CA
2023-01-06T20:06:00.000,141295,aa batteries (4-pack),1276874624774,vêtements,"\"898 Lakeview St, Austin, TX 73301\"",1,3.84,1.92,3.84,1.92,evening,TX
2023-01-04T11:09:00.000,141297,lightning charging cable,3239456558825,sports,"\"566 Highland St, San Francisco, CA 94016\"",1,14.95,7.475,14.95,7.475,morning,CA
2023-01-21T13:24:00.000,141298,lightning charging cable,3941481759871,vêtements,"\"81 10th St, Dallas, TX 75001\"",1,14.95,7.475,14.95,7.475,afternoon,TX
2023-01-31T23:23:00.000,141299,aaa batteries (4-pack),3021537163246,alimentation,"\"836 Hill St, Dallas, TX 75001\"",1,2.99,1.495,2.99,1.495,evening,TX
2023-01-23T10:21:00.000,141300,apple airpods headphones,8895422924583,vêtements,"\"121 Cherry St, Boston, MA 02215\"",1,150,97.5,150,52.5,morning,MA
2023-01-27T11:58:00.000,141301,apple airpods headphones,8598109744000,sports,"\"867 Hill St, New York City, NY 10001\"",1,150,97.5,150,52.5,morning,NY
2023-01-18T20:12:00.000,141302,aaa batteries (4-pack),5743606040967,alimentation,"\"90 14th St, Portland, OR 97035\"",2,2.99,1.495,5.98,2.99,evening,OR
2023-01-19T09:23:00.000,141303,aa batteries (4-pack),3988945383921,sports,"\"313 14th St, Seattle, WA 98101\"",1,3.84,1.92,3.84,1.92,morning,WA
2023-01-28T13:10:00.000,141304,usb-c charging cable,2795221908451,sports,"\"363 Willow St, Los Angeles, CA 90001\"",1,11.95,5.975,11.95,5.975,afternoon,CA
2023-01-27T16:51:00.000,141305,aaa batteries (4-pack),9992004933513,vêtements,"\"756 Wilson St, Austin, TX 73301\"",3,2.99,1.495,8.97,4.485,afternoon,TX
2023-01-19T10:25:00.000,141306,wired headphones,1738575276006,sports,"\"458 Forest St, San Francisco, CA 94016\"",1,11.99,5.995,11.99,5.995,morning,CA
2023-01-11T11:18:00.000,141307,aaa batteries (4-pack),3742602898811,électronique,"\"895 Johnson St, Boston, MA 02215\"",1,2.99,1.495,2.99,1.495,morning,MA
2023-01-12T12:00:00.000,141308,27in fhd monitor,2444962153827,vêtements,"\"926 Cedar St, Portland, OR 97035\"",1,149.99,97.4935,149.99,52.4965,afternoon,OR
2023-01-20T07:02:00.000,141309,aaa batteries (4-pack),3790541892260,électronique,"\"423 Elm St, San Francisco, CA 94016\"",2,2.99,1.495,5.98,2.99,morning,CA
2023-01-07T13:32:00.000,141310,aaa batteries (4-pack),3674220232271,alimentation,"\"679 8th St, San Francisco, CA 94016\"",1,2.99,1.495,2.99,1.495,afternoon,CA
2023-01-28T12:45:00.000,141311,34in ultrawide monitor,8131150697525,électronique,"\"223 North St, Atlanta, GA 30301\"",1,379.99,125.3967,379.99,254.5933,afternoon,GA
2023-01-08T23:20:00.000,141312,apple airpods headphones,7813157077566,vêtements,"\"741 11th St, San Francisco, CA 94016\"",1,150,97.5,150,52.5,evening,CA
2023-01-09T15:03:00.000,141313,lightning charging cable,8870146702235,vêtements,"\"38 Johnson St, Los Angeles, CA 90001\"",1,14.95,7.475,14.95,7.475,afternoon,CA
2023-01-13T23:51:00.000,141314,macbook pro laptop,2892197004217,sports,"\"700 Jefferson St, New York City, NY 10001\"",1,1700,561,1700,1139,evening,NY
2023-01-01T07:26:00.000,141316,aaa batteries (4-pack),8395970487080,alimentation,"\"235 South St, Seattle, WA 98101\"",3,2.99,1.495,8.97,4.485,morning,WA
2023-01-21T11:18:00.000,141317,27in fhd monitor,9571682095729,vêtements,"\"875 Meadow St, New York City, NY 10001\"",1,149.99,97.4935,149.99,52.4965,morning,NY
2023-01-09T15:21:00.000,141318,bose soundsport headphones,9187067749620,alimentation,"\"789 Lakeview St, Boston, MA 02215\"",1,99.99,49.995,99.99,49.995,afternoon,MA
2023-01-01T10:43:00.000,141319,bose soundsport headphones,7326188331914,alimentation,"\"548 Maple St, Boston, MA 02215\"",1,99.99,49.995,99.99,49.995,morning,MA
2023-01-24T13:37:00.000,141320,aa batteries (4-pack),4371695914307,électronique,"\"326 12th St, Los Angeles, CA 90001\"",1,3.84,1.92,3.84,1.92,afternoon,CA
2023-01-10T09:07:00.000,141321,bose soundsport headphones,4225062546369,alimentation,"\"207 8th St, Los Angeles, CA 90001\"",1,99.99,49.995,99.99,49.995,morning,CA
2023-01-12T21:56:00.000,141322,aaa batteries (4-pack),6636561921176,sports,"\"816 Lake St, Boston, MA 02215\"",2,2.99,1.495,5.98,2.99,evening,MA
2023-01-17T21:54:00.000,141323,usb-c charging cable,7513253917740,électronique,"\"240 River St, New York City, NY 10001\"",1,11.95,5.975,11.95,5.975,evening,NY
2023-01-04T23:36:00.000,141324,usb-c charging cable,3941057910337,vêtements,"\"851 Maple St, San Francisco, CA 94016\"",1,11.95,5.975,11.95,5.975,evening,CA
2023-01-23T15:17:00.000,141325,bose soundsport headphones,9430106405626,électronique,"\"880 Lake St, Austin, TX 73301\"",1,99.99,49.995,99.99,49.995,afternoon,TX
2023-01-05T13:49:00.000,141326,google phone,4599223183416,électronique,"\"131 Center St, San Francisco, CA 94016\"",1,600,198,600,402,afternoon,CA
2023-01-06T23:18:00.000,141328,thinkpad laptop,3335441961489,alimentation,"\"736 5th St, Seattle, WA 98101\"",1,999.99,329.9967,999.99,669.9933,evening,WA
2023-01-01T16:01:00.000,141329,usb-c charging cable,6757344694676,électronique,"\"122 5th St, Portland, ME 04101\"",1,11.95,5.975,11.95,5.975,afternoon,ME
2023-01-21T13:04:00.000,141330,wired headphones,5149226101332,alimentation,"\"391 5th St, Portland, OR 97035\"",1,11.99,5.995,11.99,5.995,afternoon,OR
2023-01-19T18:52:00.000,141332,usb-c charging cable,9765297802760,vêtements,"\"207 7th St, Los Angeles, CA 90001\"",1,11.95,5.975,11.95,5.975,evening,CA
2023-01-01T13:58:00.000,141333,27in fhd monitor,5735966889669,alimentation,"\"554 10th St, Los Angeles, CA 90001\"",1,149.99,97.4935,149.99,52.4965,afternoon,CA
2023-01-12T18:16:00.000,141335,aaa batteries (4-pack),2058342872013,alimentation,"\"174 4th St, Los Angeles, CA 90001\"",5,2.99,1.495,14.95,7.475,evening,CA
2023-01-09T18:23:00.000,141336,iphone,2453023947358,vêtements,"\"811 Hickory St, Portland, OR 97035\"",1,700,231,700,469,evening,OR
2023-01-09T09:22:00.000,141337,bose soundsport headphones,5500387518508,électronique,"\"947 Church St, San Francisco, CA 94016\"",1,99.99,49.995,99.99,49.995,morning,CA
2023-01-29T16:19:00.000,141338,aaa batteries (4-pack),5513922953821,alimentation,"\"542 4th St, Dallas, TX 75001\"",1,2.99,1.495,2.99,1.495,afternoon,TX
2023-01-28T12:52:00.000,141339,aaa batteries (4-pack),7567049972309,sports,"\"539 Lakeview St, Dallas, TX 75001\"",1,2.99,1.495,2.99,1.495,afternoon,TX
2023-01-27T14:30:00.000,141340,lightning charging cable,2447527710441,électronique,"\"710 Johnson St, Boston, MA 02215\"",1,14.95,7.475,14.95,7.475,afternoon,MA
2023-01-13T10:09:00.000,141341,lg dryer,3693247139316,vêtements,"\"844 Walnut St, Austin, TX 73301\"",1,600,198,600,402,morning,TX
2023-01-26T21:13:00.000,141342,wired headphones,1964937699362,électronique,"\"119 9th St, Seattle, WA 98101\"",1,11.99,5.995,11.99,5.995,evening,WA
2023-01-24T13:36:00.000,141343,bose soundsport headphones,2161665949509,sports,"\"157 1st St, New York City, NY 10001\"",1,99.99,49.995,99.99,49.995,afternoon,NY
2023-01-20T12:38:00.000,141344,apple airpods headphones,2687143374815,sports,"\"443 Washington St, Portland, OR 97035\"",1,150,97.5,150,52.5,afternoon,OR
2023-01-09T13:55:00.000,141345,usb-c charging cable,8036467119144,électronique,"\"398 5th St, San Francisco, CA 94016\"",1,11.95,5.975,11.95,5.975,afternoon,CA
2023-01-14T13:59:00.000,141346,apple airpods headphones,9856974146595,sports,"\"285 Cherry St, Boston, MA 02215\"",1,150,97.5,150,52.5,afternoon,MA
2023-01-27T17:46:00.000,141347,aa batteries (4-pack),4286992161856,alimentation,"\"885 Walnut St, Atlanta, GA 30301\"",1,3.84,1.92,3.84,1.92,afternoon,GA
2023-01-26T18:56:00.000,141348,usb-c charging cable,8893195604756,vêtements,"\"493 5th St, Portland, OR 97035\"",2,11.95,5.975,23.9,11.95,evening,OR
2023-01-03T20:51:00.000,141349,lightning charging cable,9861394717513,vêtements,"\"886 10th St, New York City, NY 10001\"",1,14.95,7.475,14.95,7.475,evening,NY
2023-01-01T11:17:00.000,141350,lightning charging cable,2897939401192,vêtements,"\"804 River St, San Francisco, CA 94016\"",1,14.95,7.475,14.95,7.475,morning,CA
2023-01-24T17:02:00.000,141351,usb-c charging cable,6826664464310,électronique,"\"865 Church St, San Francisco, CA 94016\"",2,11.95,5.975,23.9,11.95,afternoon,CA
2023-01-11T19:07:00.000,141352,lightning charging cable,2890452735932,vêtements,"\"800 4th St, Los Angeles, CA 90001\"",1,14.95,7.475,14.95,7.475,evening,CA
2023-01-26T10:35:00.000,141353,usb-c charging cable,7623107737484,vêtements,"\"870 Cherry St, New York City, NY 10001\"",1,11.95,5.975,11.95,5.975,morning,NY
2023-01-03T11:12:00.000,141354,bose soundsport headphones,1869928502248,électronique,"\"869 Hill St, Atlanta, GA 30301\"",1,99.99,49.995,99.99,49.995,morning,GA
2023-01-18T15:24:00.000,141355,27in 4k gaming monitor,5083427771685,électronique,"\"674 Main St, Dallas, TX 75001\"",1,389.99,128.6967,389.99,261.2933,afternoon,TX
2023-01-09T17:32:00.000,141356,lightning charging cable,8733985102810,vêtements,"\"336 1st St, Boston, MA 02215\"",1,14.95,7.475,14.95,7.475,afternoon,MA
2023-01-05T15:31:00.000,141358,lightning charging cable,5899330525666,alimentation,"\"911 Madison St, San Francisco, CA 94016\"",1,14.95,7.475,14.95,7.475,afternoon,CA
2023-01-09T22:21:00.000,141359,aaa batteries (4-pack),7190204643454,électronique,"\"383 11th St, Seattle, WA 98101\"",2,2.99,1.495,5.98,2.99,evening,WA
2023-01-17T21:00:00.000,141360,macbook pro laptop,4898157007261,alimentation,"\"263 Meadow St, Los Angeles, CA 90001\"",1,1700,561,1700,1139,evening,CA
2023-01-23T15:39:00.000,141361,apple airpods headphones,5160754547693,électronique,"\"181 Lakeview St, Portland, OR 97035\"",2,150,97.5,300,105,afternoon,OR
2023-01-02T22:17:00.000,141362,lightning charging cable,5216181481849,alimentation,"\"392 Cherry St, Atlanta, GA 30301\"",1,14.95,7.475,14.95,7.475,evening,GA
2023-01-08T06:24:00.000,141363,wired headphones,1622123382502,sports,"\"921 Highland St, Dallas, TX 75001\"",1,11.99,5.995,11.99,5.995,morning,TX
2023-01-01T07:46:00.000,141364,aa batteries (4-pack),6226783330388,électronique,"\"657 Lincoln St, Dallas, TX 75001\"",1,3.84,1.92,3.84,1.92,morning,TX
2023-01-10T11:19:00.000,141365,vareebadd phone,2984581451968,alimentation,"\"20 Dogwood St, New York City, NY 10001\"",1,400,132,400,268,morning,NY
2023-01-10T11:19:00.000,141365,wired headphones,9336213253074,électronique,"\"20 Dogwood St, New York City, NY 10001\"",1,11.99,5.995,11.99,5.995,morning,NY
2023-01-09T10:06:00.000,141367,27in 4k gaming monitor,4637385864399,sports,"\"23 13th St, San Francisco, CA 94016\"",1,389.99,128.6967,389.99,261.2933,morning,CA
2023-01-10T21:39:00.000,141368,usb-c charging cable,9072352895358,alimentation,"\"387 Hill St, Los Angeles, CA 90001\"",1,11.95,5.975,11.95,5.975,evening,CA
2023-01-21T21:03:00.000,141369,lightning charging cable,4274934655851,vêtements,"\"785 9th St, San Francisco, CA 94016\"",1,14.95,7.475,14.95,7.475,evening,CA
2023-01-24T20:53:00.000,141370,aaa batteries (4-pack),4731118510328,sports,"\"375 Center St, Seattle, WA 98101\"",2,2.99,1.495,5.98,2.99,evening,WA
2023-01-23T18:34:00.000,141371,lightning charging cable,6811446717063,électronique,"\"685 West St, Atlanta, GA 30301\"",1,14.95,7.475,14.95,7.475,evening,GA
2023-01-26T10:07:00.000,141372,aaa batteries (4-pack),9232347862381,électronique,"\"134 Hickory St, Portland, ME 04101\"",1,2.99,1.495,2.99,1.495,morning,ME
2023-01-20T13:08:00.000,141373,27in fhd monitor,6960528486519,alimentation,"\"82 Hickory St, San Francisco, CA 94016\"",1,149.99,97.4935,149.99,52.4965,afternoon,CA
2023-01-14T10:12:00.000,141374,wired headphones,5588098157823,vêtements,"\"386 12th St, Boston, MA 02215\"",1,11.99,5.995,11.99,5.995,morning,MA
2023-01-10T13:51:00.000,141375,27in 4k gaming monitor,8171971097683,vêtements,"\"49 Center St, Los Angeles, CA 90001\"",1,389.99,128.6967,389.99,261.2933,afternoon,CA
2023-01-20T14:57:00.000,141376,wired headphones,6633779583659,alimentation,"\"32 West St, Los Angeles, CA 90001\"",1,11.99,5.995,11.99,5.995,afternoon,CA
2023-01-20T15:12:00.000,141377,wired headphones,3138959044400,sports,"\"711 11th St, San Francisco, CA 94016\"",1,11.99,5.995,11.99,5.995,afternoon,CA
2023-01-22T10:25:00.000,141378,usb-c charging cable,4675191790918,électronique,"\"777 North St, Boston, MA 02215\"",1,11.95,5.975,11.95,5.975,morning,MA
2023-01-25T18:00:00.000,141379,aa batteries (4-pack),7879262389139,sports,"\"378 Center St, San Francisco, CA 94016\"",1,3.84,1.92,3.84,1.92,evening,CA
2023-01-17T18:45:00.000,141380,usb-c charging cable,5977462016922,électronique,"\"868 14th St, Los Angeles, CA 90001\"",1,11.95,5.975,11.95,5.975,evening,CA
2023-01-03T18:22:00.000,141381,bose soundsport headphones,2692809518964,sports,"\"336 Jackson St, Los Angeles, CA 90001\"",1,99.99,49.995,99.99,49.995,evening,CA
2023-01-16T13:50:00.000,141382,aaa batteries (4-pack),6419823204939,sports,"\"613 Ridge St, Dallas, TX 75001\"",1,2.99,1.495,2.99,1.495,afternoon,TX
2023-01-08T10:01:00.000,141383,aaa batteries (4-pack),4572323637166,alimentation,"\"418 11th St, Boston, MA 02215\"",1,2.99,1.495,2.99,1.495,morning,MA
2023-01-10T12:59:00.000,141385,macbook pro laptop,9336243190730,sports,"\"502 Walnut St, Atlanta, GA 30301\"",1,1700,561,1700,1139,afternoon,GA
2023-01-08T19:27:00.000,141386,lightning charging cable,6563440120633,alimentation,"\"692 13th St, New York City, NY 10001\"",1,14.95,7.475,14.95,7.475,evening,NY
2023-01-17T11:12:00.000,141387,aaa batteries (4-pack),6172565372246,vêtements,"\"807 Jackson St, San Francisco, CA 94016\"",1,2.99,1.495,2.99,1.495,morning,CA
2023-01-22T10:53:00.000,141388,lightning charging cable,8898725736506,alimentation,"\"24 Park St, Dallas, TX 75001\"",1,14.95,7.475,14.95,7.475,morning,TX
2023-01-26T11:07:00.000,141389,aa batteries (4-pack),4717637025243,alimentation,"\"176 Church St, Los Angeles, CA 90001\"",1,3.84,1.92,3.84,1.92,morning,CA
2023-01-26T11:22:00.000,141390,wired headphones,5663329163205,sports,"\"667 Park St, New York City, NY 10001\"",1,11.99,5.995,11.99,5.995,morning,NY
2023-01-31T10:02:00.000,141391,bose soundsport headphones,1140729220447,alimentation,"\"375 Johnson St, New York City, NY 10001\"",1,99.99,49.995,99.99,49.995,morning,NY
2023-01-25T13:51:00.000,141392,apple airpods headphones,1944397478598,vêtements,"\"755 Cherry St, Seattle, WA 98101\"",1,150,97.5,150,52.5,afternoon,WA
2023-01-18T17:57:00.000,141393,usb-c charging cable,9154102342517,électronique,"\"240 Meadow St, Boston, MA 02215\"",1,11.95,5.975,11.95,5.975,afternoon,MA
2023-01-06T16:54:00.000,141394,iphone,6557914369516,électronique,"\"534 12th St, San Francisco, CA 94016\"",1,700,231,700,469,afternoon,CA
2023-01-29T16:20:00.000,141395,aaa batteries (4-pack),6755546276339,sports,"\"790 Hickory St, Portland, ME 04101\"",1,2.99,1.495,2.99,1.495,afternoon,ME
2023-01-26T14:10:00.000,141396,usb-c charging cable,2553148856494,sports,"\"141 Elm St, San Francisco, CA 94016\"",1,11.95,5.975,11.95,5.975,afternoon,CA
2023-01-13T12:59:00.000,141397,lightning charging cable,7828761823422,alimentation,"\"940 8th St, New York City, NY 10001\"",1,14.95,7.475,14.95,7.475,afternoon,NY
2023-01-04T16:31:00.000,141398,aaa batteries (4-pack),8202742459278,électronique,"\"33 Jackson St, Dallas, TX 75001\"",1,2.99,1.495,2.99,1.495,afternoon,TX
2023-01-17T09:57:00.000,141399,thinkpad laptop,6460217819643,alimentation,"\"830 Walnut St, Atlanta, GA 30301\"",1,999.99,329.9967,999.99,669.9933,morning,GA
2023-01-18T18:09:00.000,141400,lightning charging cable,4760493229811,vêtements,"\"215 Park St, New York City, NY 10001\"",1,14.95,7.475,14.95,7.475,evening,NY
2023-01-23T12:50:00.000,141401,apple airpods headphones,2978752117594,sports,"\"34 Cedar St, Portland, OR 97035\"",1,150,97.5,150,52.5,afternoon,OR
2023-01-07T12:56:00.000,141402,aaa batteries (4-pack),7560352898387,électronique,"\"939 Lakeview St, Atlanta, GA 30301\"",1,2.99,1.495,2.99,1.495,afternoon,GA
2023-01-26T16:41:00.000,141403,lightning charging cable,5407208074325,vêtements,"\"216 Meadow St, Boston, MA 02215\"",1,14.95,7.475,14.95,7.475,afternoon,MA
2023-01-29T20:06:00.000,141404,aa batteries (4-pack),7080731620631,vêtements,"\"200 14th St, San Francisco, CA 94016\"",1,3.84,1.92,3.84,1.92,evening,CA
